record_id,delivery_id,package_type,vehicle_type,region,weather_condition,distance_km,distance_group,delivery_time_hours_clean,expected_time_hours_clean,delayed,delivery_status,delivery_rating,delivery_cost
21977,21977,automobile parts,scooter,north,cold,87.7,50–99 km,3,16,no,delivered,5,486.77
21978,21978,pharmacy,van,east,cold,71.3,50–99 km,4,16,no,delivered,4,367
21979,21979,clothing,van,east,rainy,292.1,250+ km,9,7,yes,delayed,3,1619.31
21980,21980,clothing,scooter,west,stormy,14.9,0–49 km,8,2,yes,delayed,3,175.86
21981,21981,furniture,scooter,east,rainy,182.1,150–199 km,9,24,no,delivered,4,932.31
21982,21982,automobile parts,bike,south,rainy,98.7,50–99 km,6,3,yes,delayed,2,692.39
21983,21983,pharmacy,ev van,west,clear,218.3,200–249 km,6,24,no,delivered,3,1205.83
21984,21984,documents,scooter,north,cold,259.3,250+ km,7,8,no,delivered,4,1443.42
21985,21985,pharmacy,truck,east,foggy,246.7,200–249 km,6,16,no,delivered,4,1257.38
21986,21986,clothing,van,south,cold,251.8,250+ km,11,24,no,delivered,4,1395.23
21987,21987,furniture,van,central,rainy,282.5,250+ km,10,24,no,delivered,4,1533.13
21988,21988,automobile parts,scooter,west,stormy,238.7,200–249 km,14,8,yes,failed,1,1353.74
21989,21989,pharmacy,bike,west,foggy,178.3,150–199 km,8,5,yes,failed,1,1067.53
21990,21990,electronics,bike,north,foggy,69.9,50–99 km,2,16,no,delivered,5,459.03
21991,21991,clothing,ev bike,east,stormy,86.4,50–99 km,8,16,no,delivered,5,435.99
21992,21992,electronics,van,west,rainy,53.4,50–99 km,6,8,no,delivered,5,463.93
21993,21993,groceries,ev van,east,foggy,202.1,200–249 km,10,16,no,delivered,5,1131.1
21994,21994,documents,bike,north,rainy,22.8,0–49 km,6,2,yes,delayed,2,262.79
21995,21995,automobile parts,ev van,east,cold,32,0–49 km,1,8,no,delivered,4,350.12
21996,21996,documents,bike,west,clear,153.4,150–199 km,6,24,no,delivered,3,850.07
21997,21997,electronics,ev bike,west,cold,100.6,100–149 km,3,24,no,delivered,3,535.1
21998,21998,groceries,ev van,south,foggy,275.8,250+ km,7,24,no,delivered,5,1473.74
21999,21999,cosmetics,bike,east,cold,248.1,200–249 km,10,6,yes,delayed,2,1329.65
22000,22000,cosmetics,van,central,clear,120.1,100–149 km,3,4,no,delivered,4,688.21
22001,22001,automobile parts,ev van,central,foggy,269,250+ km,8,8,yes,delayed,2,1480.28
22002,22002,groceries,ev bike,south,stormy,175.6,150–199 km,7,5,yes,delayed,3,998.65
22003,22003,furniture,scooter,west,rainy,140.4,100–149 km,11,8,yes,delayed,2,871.51
22004,22004,pharmacy,scooter,central,rainy,245.1,200–249 km,10,24,no,delivered,5,1330.02
22005,22005,electronics,van,north,clear,295.3,250+ km,8,7,yes,delayed,2,1586.98
22006,22006,electronics,van,east,cold,219.5,200–249 km,8,8,yes,delayed,2,1271.84
22007,22007,fragile items,scooter,west,stormy,210,200–249 km,8,16,no,delivered,4,1088.82
22008,22008,groceries,bike,south,clear,233.6,200–249 km,5,6,no,delivered,5,1332.84
22009,22009,cosmetics,van,south,cold,130.5,100–149 km,5,8,no,delivered,3,760.81
22010,22010,automobile parts,van,central,foggy,227.3,200–249 km,12,6,yes,delayed,2,1205.46
22011,22011,documents,scooter,north,cold,152.8,150–199 km,3,24,no,delivered,4,824.54
22012,22012,cosmetics,ev bike,south,clear,270,250+ km,9,7,yes,delayed,3,1452.8
22013,22013,clothing,scooter,central,rainy,258.3,250+ km,10,7,yes,delayed,3,1418.42
22014,22014,cosmetics,ev van,west,stormy,32.6,0–49 km,6,2,yes,delayed,2,224.49
22015,22015,clothing,bike,west,hot,132.9,100–149 km,3,24,no,delivered,4,724.05
22016,22016,documents,truck,east,rainy,210.4,200–249 km,10,8,yes,failed,1,1269.99
22017,22017,furniture,ev van,south,foggy,33,0–49 km,2,2,no,delivered,4,293.24
22018,22018,furniture,scooter,west,clear,99.5,50–99 km,4,24,no,delivered,5,510.37
22019,22019,electronics,truck,south,cold,107.2,100–149 km,4,4,no,delivered,5,637.09
22020,22020,fragile items,ev bike,south,stormy,199.1,150–199 km,9,8,yes,delayed,2,1179.38
22021,22021,electronics,van,east,cold,26.6,0–49 km,3,24,no,delivered,5,189.07
22022,22022,fragile items,truck,north,stormy,254.9,250+ km,10,8,yes,delayed,2,1409.9
22023,22023,clothing,truck,west,hot,123.9,100–149 km,5,16,no,delivered,3,660.48
22024,22024,cosmetics,van,central,rainy,3.6,0–49 km,2,8,no,delivered,4,140.86
22025,22025,cosmetics,van,west,rainy,279.7,250+ km,7,8,no,delivered,4,1565.61
22026,22026,furniture,van,south,cold,184.5,150–199 km,5,16,no,delivered,5,924.54
22027,22027,furniture,bike,north,rainy,54,50–99 km,4,8,no,delivered,4,489.04
22028,22028,electronics,van,west,hot,251.6,250+ km,7,16,no,delivered,4,1302.88
22029,22029,automobile parts,scooter,east,cold,244.2,200–249 km,10,6,yes,delayed,2,1411.37
22030,22030,clothing,van,central,stormy,259.1,250+ km,15,8,yes,failed,1,1405.94
22031,22031,pharmacy,scooter,east,hot,176.4,150–199 km,9,8,yes,delayed,3,1113.94
22032,22032,electronics,truck,north,cold,178.1,150–199 km,8,16,no,delivered,3,901.78
22033,22033,cosmetics,bike,central,clear,254.6,250+ km,10,24,no,delivered,4,1387.24
22034,22034,groceries,bike,south,hot,188.1,150–199 km,6,16,no,delivered,3,1032.45
22035,22035,furniture,scooter,west,cold,3.6,0–49 km,0,24,no,delivered,4,108.13
22036,22036,electronics,truck,north,foggy,200.6,200–249 km,6,16,no,delivered,4,1056.49
22037,22037,clothing,scooter,central,clear,283.7,250+ km,9,7,yes,delayed,3,1473.48
22038,22038,groceries,van,central,cold,159.1,150–199 km,4,8,no,delivered,5,977.13
22039,22039,cosmetics,bike,north,hot,47,0–49 km,0,2,no,delivered,5,349.71
22040,22040,pharmacy,van,central,stormy,297.1,250+ km,14,16,no,delivered,4,1543.4
22041,22041,documents,van,west,hot,141.3,100–149 km,3,8,no,delivered,3,861.52
22042,22042,pharmacy,scooter,central,clear,102.5,100–149 km,3,4,no,delivered,3,690.27
22043,22043,documents,bike,south,cold,269.3,250+ km,5,24,no,delivered,4,1370.92
22044,22044,furniture,truck,south,clear,204.6,200–249 km,5,16,no,delivered,5,1149.24
22045,22045,furniture,scooter,east,clear,133.6,100–149 km,4,16,no,delivered,3,678.23
22046,22046,documents,van,east,clear,112.2,100–149 km,5,24,no,delivered,4,671.61
22047,22047,clothing,ev bike,west,hot,267.6,250+ km,5,7,no,delivered,3,1443.65
22048,22048,furniture,bike,central,foggy,95.6,50–99 km,5,24,no,delivered,3,501.91
22049,22049,pharmacy,ev bike,central,cold,134.8,100–149 km,3,24,no,delivered,5,713.21
22050,22050,automobile parts,van,central,clear,121.6,100–149 km,3,24,no,delivered,5,696.83
22051,22051,furniture,truck,south,rainy,291.4,250+ km,10,8,yes,delayed,2,1632.7206
22052,22052,furniture,bike,north,stormy,263.5,250+ km,9,16,no,delivered,5,1420.85
22053,22053,furniture,van,north,foggy,209.5,200–249 km,5,8,no,delivered,5,1208.49
22054,22054,fragile items,van,north,foggy,176.4,150–199 km,6,5,yes,delayed,2,1049.3
22055,22055,documents,scooter,west,clear,150.6,150–199 km,6,16,no,delivered,3,786.12
22056,22056,groceries,truck,east,foggy,32.4,0–49 km,5,8,no,delivered,5,373.6
22057,22057,groceries,truck,south,clear,269.6,250+ km,9,24,no,delivered,5,1435.69
22058,22058,pharmacy,van,west,foggy,293.1,250+ km,10,8,yes,delayed,2,1632.7206
22059,22059,cosmetics,truck,north,rainy,222.8,200–249 km,11,24,no,delivered,4,1227.4
22060,22060,furniture,van,south,foggy,86.5,50–99 km,5,3,yes,delayed,2,579.01
22061,22061,documents,ev bike,east,hot,117.9,100–149 km,3,4,no,delivered,4,680.48
22062,22062,cosmetics,scooter,south,cold,243.7,200–249 km,11,16,no,delivered,5,1251.02
22063,22063,documents,ev bike,south,stormy,250.8,250+ km,8,16,no,delivered,5,1265.16
22064,22064,automobile parts,van,central,foggy,92.4,50–99 km,6,3,yes,delayed,3,556.37
22065,22065,pharmacy,truck,west,clear,204.4,200–249 km,7,16,no,delivered,4,1070.3
22066,22066,groceries,bike,south,cold,283.1,250+ km,7,8,no,delivered,4,1632.7206
22067,22067,documents,bike,central,cold,221,200–249 km,8,8,yes,failed,1,1215.92
22068,22068,cosmetics,ev van,north,cold,123.1,100–149 km,7,16,no,delivered,4,627.17
22069,22069,pharmacy,bike,central,stormy,151.1,150–199 km,8,8,yes,delayed,3,921.5
22070,22070,fragile items,truck,west,foggy,230.4,200–249 km,11,24,no,delivered,4,1231.23
22071,22071,cosmetics,van,south,clear,9.9,0–49 km,1,2,no,delivered,5,146.45
22072,22072,fragile items,truck,central,clear,262,250+ km,10,7,yes,delayed,3,1362.76
22073,22073,electronics,bike,north,cold,45.2,0–49 km,3,16,no,delivered,4,295.33
22074,22074,electronics,scooter,east,cold,266.8,250+ km,5,24,no,delivered,4,1445.06
22075,22075,pharmacy,van,east,hot,297.1,250+ km,11,7,yes,delayed,3,1626.47
22076,22076,electronics,ev van,central,rainy,16.3,0–49 km,3,8,no,delivered,5,188.67
22077,22077,automobile parts,van,south,clear,288.6,250+ km,9,16,no,delivered,5,1447.44
22078,22078,fragile items,truck,central,clear,68.9,50–99 km,2,16,no,delivered,4,486.04
22079,22079,pharmacy,truck,north,cold,140.2,100–149 km,4,4,yes,delayed,2,894.52
22080,22080,cosmetics,van,south,cold,25.7,0–49 km,1,24,no,delivered,3,130.84
22081,22081,groceries,ev bike,north,stormy,70.5,50–99 km,7,24,no,delivered,5,452.31
22082,22082,automobile parts,ev bike,south,stormy,74.1,50–99 km,7,24,no,delivered,4,449.7
22083,22083,electronics,van,west,hot,56.6,50–99 km,2,3,no,delivered,3,442.5
22084,22084,documents,scooter,north,rainy,253.9,250+ km,10,8,yes,delayed,2,1403.7
22085,22085,cosmetics,scooter,north,cold,292.9,250+ km,8,8,yes,delayed,3,1586.46
22086,22086,fragile items,ev van,east,rainy,92.2,50–99 km,6,8,no,delivered,5,678.42
22087,22087,documents,bike,north,rainy,222,200–249 km,12,8,yes,failed,1,1280.23
22088,22088,fragile items,scooter,west,hot,46.4,0–49 km,3,2,yes,delayed,2,318.33
22089,22089,furniture,scooter,west,cold,283.7,250+ km,10,16,no,delivered,3,1479.7
22090,22090,fragile items,ev bike,west,clear,209.5,200–249 km,8,6,yes,delayed,3,1122.58
22091,22091,documents,ev bike,north,rainy,210.2,200–249 km,9,8,yes,delayed,2,1291.67
22092,22092,cosmetics,ev van,east,hot,74.8,50–99 km,4,3,yes,delayed,3,506.95
22093,22093,clothing,ev bike,south,hot,158,150–199 km,7,5,yes,delayed,2,912.93
22094,22094,clothing,van,north,foggy,122.7,100–149 km,9,24,no,delivered,5,718.17
22095,22095,cosmetics,bike,north,stormy,260.5,250+ km,8,8,yes,delayed,3,1410.3
22096,22096,cosmetics,ev van,south,cold,197.2,150–199 km,7,8,no,delivered,5,1106.94
22097,22097,documents,ev bike,west,rainy,84.6,50–99 km,6,3,yes,delayed,3,611
22098,22098,pharmacy,bike,east,stormy,32.1,0–49 km,5,8,no,delivered,5,330.52
22099,22099,automobile parts,ev van,north,rainy,242.3,200–249 km,12,24,no,delivered,5,1358.29
22100,22100,groceries,truck,south,cold,20.7,0–49 km,3,16,no,delivered,5,179.19
22101,22101,furniture,truck,north,clear,139.1,100–149 km,2,24,no,delivered,3,762.22
22102,22102,clothing,van,north,cold,194.8,150–199 km,7,8,no,delivered,4,1105.68
22103,22103,furniture,scooter,central,foggy,180.7,150–199 km,5,5,yes,delayed,3,1027.87
22104,22104,fragile items,van,central,foggy,36.7,0–49 km,5,24,no,delivered,5,239.63
22105,22105,pharmacy,bike,north,rainy,194.6,150–199 km,8,24,no,delivered,5,994.54
22106,22106,clothing,van,east,foggy,72.8,50–99 km,5,3,yes,delayed,2,420.21
22107,22107,cosmetics,bike,central,cold,167.5,150–199 km,3,8,no,delivered,4,1049.61
22108,22108,groceries,truck,east,cold,75.3,50–99 km,2,16,no,delivered,4,383.4
22109,22109,electronics,scooter,south,rainy,116.7,100–149 km,6,16,no,delivered,5,591.45
22110,22110,pharmacy,truck,north,clear,224.1,200–249 km,6,8,no,delivered,5,1310.83
22111,22111,documents,van,north,clear,76.8,50–99 km,3,3,yes,failed,1,498.17
22112,22112,automobile parts,scooter,central,foggy,255.8,250+ km,9,16,no,delivered,5,1401.19
22113,22113,automobile parts,bike,west,cold,136.7,100–149 km,6,16,no,delivered,4,772.48
22114,22114,cosmetics,van,central,stormy,297.1,250+ km,13,7,yes,delayed,3,1555.54
22115,22115,pharmacy,bike,central,rainy,183.5,150–199 km,9,5,yes,failed,1,1049.19
22116,22116,documents,scooter,south,foggy,48.8,0–49 km,6,24,no,delivered,4,362.17
22117,22117,electronics,van,west,foggy,224.9,200–249 km,11,24,no,delivered,4,1226.92
22118,22118,electronics,truck,north,clear,183.5,150–199 km,6,16,no,delivered,3,1015.24
22119,22119,furniture,van,west,cold,36.4,0–49 km,2,16,no,delivered,5,323.81
22120,22120,documents,bike,west,rainy,21.5,0–49 km,3,2,yes,delayed,3,249.9
22121,22121,automobile parts,ev bike,east,clear,247.6,200–249 km,8,16,no,delivered,5,1277.66
22122,22122,documents,van,east,foggy,146.7,100–149 km,5,24,no,delivered,5,737.1
22123,22123,clothing,truck,east,stormy,208.4,200–249 km,12,16,no,delivered,3,1108.06
22124,22124,fragile items,ev van,central,cold,150.8,150–199 km,3,8,no,delivered,3,922.7
22125,22125,fragile items,bike,east,clear,248.5,200–249 km,10,8,yes,failed,2,1353.33
22126,22126,groceries,ev van,east,stormy,49.2,0–49 km,8,8,yes,delayed,2,450.97
22127,22127,electronics,ev van,south,stormy,34.2,0–49 km,5,24,no,delivered,3,228.78
22128,22128,electronics,truck,central,rainy,117.4,100–149 km,6,4,yes,delayed,2,703.84
22129,22129,furniture,bike,north,rainy,156.4,150–199 km,8,24,no,delivered,5,791.15
22130,22130,fragile items,scooter,west,rainy,186.3,150–199 km,11,8,yes,delayed,2,1052.41
22131,22131,groceries,scooter,east,foggy,71.6,50–99 km,4,3,yes,delayed,2,483.9
22132,22132,electronics,truck,south,stormy,227.6,200–249 km,11,6,yes,delayed,2,1214.58
22133,22133,groceries,ev bike,east,foggy,220.9,200–249 km,11,8,yes,delayed,2,1340.01
22134,22134,electronics,van,west,rainy,147.7,100–149 km,9,16,no,delivered,5,790.31
22135,22135,groceries,van,south,rainy,142.2,100–149 km,8,16,no,delivered,5,826.68
22136,22136,furniture,bike,south,clear,215.7,200–249 km,9,16,no,delivered,5,1177.38
22137,22137,cosmetics,ev van,central,foggy,297.1,250+ km,9,24,no,delivered,4,1516.28
22138,22138,electronics,ev van,east,clear,114.2,100–149 km,3,8,no,delivered,3,756.62
22139,22139,furniture,bike,central,hot,83,50–99 km,2,8,no,delivered,4,605.03
22140,22140,clothing,scooter,south,hot,144.7,100–149 km,3,24,no,delivered,5,850.91
22141,22141,furniture,ev van,central,stormy,74.5,50–99 km,6,24,no,delivered,5,449.18
22142,22142,automobile parts,van,east,cold,18.9,0–49 km,2,8,no,delivered,4,238
22143,22143,cosmetics,truck,south,stormy,286,250+ km,12,7,yes,delayed,2,1560.43
22144,22144,fragile items,truck,west,stormy,106.3,100–149 km,7,16,no,delivered,5,657.02
22145,22145,electronics,truck,central,stormy,153.7,150–199 km,9,16,no,delivered,5,791.6
22146,22146,cosmetics,ev van,south,rainy,31.8,0–49 km,7,24,no,delivered,4,214.47
22147,22147,fragile items,van,central,foggy,221,200–249 km,7,24,no,delivered,3,1184.95
22148,22148,cosmetics,ev bike,south,rainy,144.7,100–149 km,9,4,yes,delayed,3,856.66
22149,22149,fragile items,van,central,foggy,54.2,50–99 km,4,16,no,delivered,3,414.82
22150,22150,electronics,scooter,east,rainy,80,50–99 km,7,16,no,delivered,5,542.71
22151,22151,cosmetics,bike,east,rainy,185.2,150–199 km,6,8,no,delivered,5,1085.16
22152,22152,fragile items,ev bike,south,rainy,258.8,250+ km,8,16,no,delivered,4,1415.14
22153,22153,documents,truck,north,clear,33.3,0–49 km,2,8,no,delivered,5,276.58
22154,22154,furniture,ev van,north,stormy,57.3,50–99 km,9,16,no,delivered,5,369.21
22155,22155,groceries,scooter,north,clear,259.1,250+ km,10,24,no,delivered,5,1323.64
22156,22156,electronics,ev bike,west,cold,219.9,200–249 km,10,6,yes,delayed,2,1155.08
22157,22157,clothing,bike,west,stormy,278.2,250+ km,12,24,no,delivered,4,1528.73
22158,22158,documents,bike,east,rainy,48.1,0–49 km,5,24,no,delivered,3,385.43
22159,22159,electronics,truck,central,cold,197.1,150–199 km,4,24,no,delivered,4,1130.55
22160,22160,furniture,truck,central,foggy,70.4,50–99 km,5,24,no,delivered,4,481.39
22161,22161,electronics,truck,east,stormy,91.5,50–99 km,7,16,no,delivered,3,483.72
22162,22162,electronics,ev van,west,stormy,162.1,150–199 km,10,8,yes,delayed,2,929.31
22163,22163,pharmacy,ev van,north,cold,115.4,100–149 km,3,4,no,delivered,3,637.98
22164,22164,documents,scooter,east,foggy,170.8,150–199 km,8,16,no,delivered,5,928.04
22165,22165,groceries,scooter,east,hot,115.7,100–149 km,5,8,no,delivered,3,822.11
22166,22166,groceries,truck,south,clear,226,200–249 km,7,6,yes,delayed,2,1314.43
22167,22167,furniture,ev van,south,clear,71.6,50–99 km,3,3,yes,delayed,2,514.53
22168,22168,furniture,ev bike,north,clear,22.6,0–49 km,2,2,yes,delayed,3,292.24
22169,22169,clothing,bike,east,cold,235.4,200–249 km,4,6,no,delivered,5,1367.28
22170,22170,electronics,truck,east,stormy,268.5,250+ km,12,16,no,delivered,4,1460.28
22171,22171,groceries,van,north,foggy,247.1,200–249 km,11,16,no,delivered,4,1377.16
22172,22172,pharmacy,bike,east,stormy,134.7,100–149 km,8,24,no,delivered,4,815.31
22173,22173,cosmetics,ev bike,south,foggy,133.8,100–149 km,7,8,no,delivered,5,829.24
22174,22174,clothing,scooter,east,stormy,93.3,50–99 km,9,24,no,delivered,3,473.55
22175,22175,electronics,ev bike,central,stormy,140.7,100–149 km,6,16,no,delivered,3,739.41
22176,22176,pharmacy,truck,east,hot,11.4,0–49 km,1,16,no,delivered,5,200.82
22177,22177,automobile parts,van,west,stormy,201.4,200–249 km,7,8,no,delivered,5,1145.37
22178,22178,documents,scooter,south,rainy,211.3,200–249 km,5,8,no,delivered,3,1186.83
22179,22179,electronics,scooter,central,rainy,245.5,200–249 km,11,16,no,delivered,3,1324.49
22180,22180,groceries,van,east,foggy,194.1,150–199 km,5,16,no,delivered,4,984.24
22181,22181,pharmacy,ev bike,south,cold,54.2,50–99 km,3,16,no,delivered,4,402.67
22182,22182,pharmacy,van,north,foggy,257.7,250+ km,9,16,no,delivered,4,1334.25
22183,22183,clothing,bike,central,foggy,113.2,100–149 km,4,8,no,delivered,5,796.14
22184,22184,pharmacy,bike,east,rainy,192.3,150–199 km,8,16,no,delivered,4,1033.77
22185,22185,groceries,scooter,north,clear,64.8,50–99 km,2,16,no,delivered,4,397.35
22186,22186,electronics,truck,east,hot,123.5,100–149 km,4,4,no,delivered,5,748.02
22187,22187,automobile parts,scooter,south,cold,189.1,150–199 km,3,8,no,delivered,4,1112.7
22188,22188,furniture,ev van,west,rainy,197.2,150–199 km,9,8,yes,delayed,3,1087.47
22189,22189,documents,scooter,north,rainy,91.9,50–99 km,5,16,no,delivered,4,583.88
22190,22190,fragile items,van,west,stormy,179.5,150–199 km,7,8,no,delivered,4,1096.83
22191,22191,fragile items,van,north,cold,3.6,0–49 km,1,8,no,delivered,4,147.18
22192,22192,clothing,scooter,west,foggy,178.5,150–199 km,8,16,no,delivered,5,961.56
22193,22193,automobile parts,ev van,south,cold,272.3,250+ km,5,24,no,delivered,4,1482.4
22194,22194,furniture,scooter,central,rainy,159.8,150–199 km,6,24,no,delivered,5,946.78
22195,22195,documents,bike,east,cold,132.5,100–149 km,6,4,yes,delayed,3,768.66
22196,22196,furniture,truck,north,rainy,141.7,100–149 km,9,8,yes,delayed,2,905.1
22197,22197,clothing,truck,central,clear,26.9,0–49 km,2,2,yes,failed,2,291.03
22198,22198,fragile items,van,central,foggy,126.9,100–149 km,5,16,no,delivered,4,651.12
22199,22199,documents,van,south,rainy,248.9,200–249 km,11,24,no,delivered,5,1287.37
22200,22200,groceries,ev van,south,rainy,282.5,250+ km,9,7,yes,delayed,3,1600.62
22201,22201,electronics,van,north,foggy,54.8,50–99 km,5,24,no,delivered,4,341.11
22202,22202,automobile parts,truck,west,hot,209.3,200–249 km,7,8,no,delivered,5,1186.46
22203,22203,documents,ev van,east,hot,153.5,150–199 km,4,5,no,delivered,5,903.48
22204,22204,pharmacy,van,north,stormy,282.3,250+ km,12,24,no,delivered,5,1447.59
22205,22205,groceries,truck,west,rainy,136.9,100–149 km,8,8,yes,delayed,2,904.53
22206,22206,pharmacy,van,south,hot,66.6,50–99 km,2,24,no,delivered,4,471.75
22207,22207,pharmacy,truck,south,cold,14.5,0–49 km,1,16,no,delivered,4,170.84
22208,22208,documents,truck,central,clear,225.6,200–249 km,6,24,no,delivered,3,1226.73
22209,22209,groceries,ev van,west,rainy,216.1,200–249 km,11,6,yes,delayed,2,1180.96
22210,22210,pharmacy,scooter,north,cold,278,250+ km,8,8,yes,delayed,2,1566.86
22211,22211,clothing,bike,east,clear,19.1,0–49 km,1,24,no,delivered,4,218.5
22212,22212,clothing,van,east,stormy,294.8,250+ km,13,24,no,delivered,5,1557.31
22213,22213,clothing,truck,north,hot,56.1,50–99 km,3,16,no,delivered,4,296.04
22214,22214,groceries,scooter,north,stormy,168.8,150–199 km,9,8,yes,delayed,2,1025.21
22215,22215,clothing,ev van,central,rainy,170,150–199 km,10,24,no,delivered,4,863.56
22216,22216,documents,truck,north,cold,13.2,0–49 km,2,2,yes,delayed,2,168.92
22217,22217,cosmetics,ev bike,east,clear,187.6,150–199 km,5,5,no,delivered,5,1130.32
22218,22218,cosmetics,truck,central,stormy,102.5,100–149 km,9,24,no,delivered,4,579.19
22219,22219,automobile parts,van,south,hot,250.8,250+ km,10,8,yes,delayed,3,1489.54
22220,22220,cosmetics,ev van,west,cold,160.2,150–199 km,2,24,no,delivered,4,872.19
22221,22221,groceries,bike,east,clear,23.2,0–49 km,3,8,no,delivered,4,275.55
22222,22222,automobile parts,scooter,west,rainy,169.6,150–199 km,8,8,yes,failed,1,1031.85
22223,22223,automobile parts,ev bike,south,cold,288.1,250+ km,8,7,yes,failed,2,1583.74
22224,22224,clothing,ev van,south,hot,245.5,200–249 km,9,6,yes,delayed,3,1384.81
22225,22225,clothing,scooter,east,clear,224.3,200–249 km,8,8,yes,delayed,3,1263.41
22226,22226,fragile items,truck,north,cold,271.1,250+ km,5,8,no,delivered,5,1473.29
22227,22227,automobile parts,van,east,hot,211.3,200–249 km,6,6,no,delivered,5,1178.2
22228,22228,fragile items,ev bike,west,rainy,50.3,50–99 km,7,16,no,delivered,3,347.71
22229,22229,furniture,van,central,rainy,113.7,100–149 km,4,4,yes,failed,1,641.96
22230,22230,fragile items,truck,south,foggy,29.6,0–49 km,5,16,no,delivered,5,153.28
22231,22231,cosmetics,ev bike,north,hot,148.5,100–149 km,3,4,no,delivered,4,906.56
22232,22232,cosmetics,ev bike,south,cold,76.6,50–99 km,1,8,no,delivered,4,547.29
22233,22233,pharmacy,bike,central,foggy,213.9,200–249 km,6,16,no,delivered,5,1171.32
22234,22234,documents,truck,east,foggy,24.5,0–49 km,3,8,no,delivered,4,224.42
22235,22235,cosmetics,scooter,north,hot,23.9,0–49 km,1,2,no,delivered,3,294.42
22236,22236,fragile items,bike,south,hot,285.4,250+ km,7,8,no,delivered,5,1632.7206
22237,22237,fragile items,ev bike,central,hot,255.2,250+ km,5,24,no,delivered,5,1293.97
22238,22238,pharmacy,van,central,clear,106.6,100–149 km,5,4,yes,failed,1,605.71
22239,22239,electronics,ev bike,north,foggy,3.6,0–49 km,4,8,no,delivered,4,195.93
22240,22240,cosmetics,ev van,east,rainy,86.3,50–99 km,6,24,no,delivered,5,456.61
22241,22241,documents,bike,central,cold,76.2,50–99 km,3,3,no,delivered,5,470.69
22242,22242,clothing,van,north,stormy,223.4,200–249 km,9,16,no,delivered,3,1239.22
22243,22243,electronics,bike,north,hot,142.2,100–149 km,7,16,no,delivered,4,823.65
22244,22244,clothing,ev bike,east,foggy,171.3,150–199 km,9,16,no,delivered,4,999.45
22245,22245,furniture,ev van,north,cold,267.3,250+ km,8,8,yes,delayed,2,1570.21
22246,22246,documents,ev van,east,stormy,125.4,100–149 km,6,8,no,delivered,4,772.72
22247,22247,groceries,ev van,west,stormy,3.6,0–49 km,6,8,no,delivered,3,263.84
22248,22248,furniture,scooter,south,stormy,286.2,250+ km,13,8,yes,delayed,2,1596.1
22249,22249,furniture,scooter,central,rainy,159.8,150–199 km,7,24,no,delivered,3,881.8
22250,22250,groceries,ev van,central,cold,34.5,0–49 km,2,8,no,delivered,3,327.31
22251,22251,furniture,truck,west,foggy,251.3,250+ km,6,8,no,delivered,5,1443.53
22252,22252,fragile items,van,east,clear,58.5,50–99 km,2,24,no,delivered,5,368.07
22253,22253,documents,scooter,north,rainy,211.8,200–249 km,7,6,yes,delayed,2,1153.88
22254,22254,electronics,bike,south,stormy,101.9,100–149 km,8,4,yes,delayed,3,637.95
22255,22255,fragile items,bike,central,hot,281.1,250+ km,8,8,yes,delayed,2,1612.27
22256,22256,electronics,ev bike,east,foggy,171.9,150–199 km,8,5,yes,delayed,2,986.06
22257,22257,cosmetics,scooter,east,stormy,84.8,50–99 km,7,24,no,delivered,5,549.22
22258,22258,documents,ev bike,west,cold,109.3,100–149 km,4,16,no,delivered,3,678.53
22259,22259,fragile items,ev van,south,clear,141.4,100–149 km,3,8,no,delivered,4,869.37
22260,22260,clothing,van,south,cold,268.3,250+ km,8,8,yes,delayed,2,1555.26
22261,22261,clothing,scooter,south,stormy,130.4,100–149 km,8,4,yes,failed,2,839.88
22262,22262,groceries,scooter,central,rainy,175.4,150–199 km,9,5,yes,delayed,2,1040.94
22263,22263,groceries,scooter,east,clear,55.9,50–99 km,1,8,no,delivered,4,450.63
22264,22264,cosmetics,truck,north,cold,57.9,50–99 km,2,3,no,delivered,3,445.7
22265,22265,pharmacy,ev bike,east,stormy,38,0–49 km,7,16,no,delivered,5,253.33
22266,22266,automobile parts,ev bike,south,stormy,54.9,50–99 km,7,16,no,delivered,5,323.64
22267,22267,cosmetics,ev van,east,stormy,102.7,100–149 km,4,16,no,delivered,4,607.76
22268,22268,clothing,truck,central,rainy,96.6,50–99 km,6,16,no,delivered,5,492.9
22269,22269,electronics,truck,south,clear,224,200–249 km,6,24,no,delivered,4,1145.47
22270,22270,documents,van,south,clear,192.1,150–199 km,7,16,no,delivered,5,1045.01
22271,22271,automobile parts,van,east,hot,78.8,50–99 km,3,24,no,delivered,5,455.56
22272,22272,cosmetics,van,north,rainy,77.8,50–99 km,6,3,yes,delayed,3,466.99
22273,22273,cosmetics,ev van,south,clear,85.5,50–99 km,3,3,no,delivered,4,618.29
22274,22274,documents,truck,north,stormy,117.4,100–149 km,5,4,yes,delayed,3,786.55
22275,22275,furniture,scooter,central,foggy,157,150–199 km,10,16,no,delivered,5,843.74
22276,22276,cosmetics,scooter,west,foggy,206.3,200–249 km,7,8,no,delivered,5,1237.76
22277,22277,automobile parts,bike,north,clear,173.1,150–199 km,5,8,no,delivered,4,1087.6
22278,22278,pharmacy,ev van,south,clear,94.6,50–99 km,1,24,no,delivered,5,511.46
22279,22279,electronics,scooter,north,stormy,152.9,150–199 km,9,16,no,delivered,4,799.42
